label,timestamp,duration,pkg,dram,socket
Authentication,1724442934.28778,3607958.912,18471571.0,1214535.0,0
Authentication,1724442937.895883,14993.62,235412.0,17090.0,0
Authentication,1724442937.9110591,15386.016,185730.0,13245.0,0
Authentication,1724442937.9266121,11964.393,138732.0,7324.0,0
Authentication,1724442937.9387243,11795.222,115967.0,6286.0,0
Authentication,1724442937.9506447,10106.16,104431.0,4028.0,0
Authentication,1724442937.960909,12024.605,154845.0,11597.0,0
Authentication,1724442937.973071,11047.275,107300.0,6408.0,0
Authentication,1724442937.9842494,10511.114,118652.0,5921.0,0
Authentication,1724442937.994909,10215.392,99426.0,4211.0,0
Authentication,1724442938.0052779,10812.993,119995.0,6287.0,0
Authentication,1724442938.016253,10309.148,101074.0,4638.0,0
Authentication,1724442938.0267065,10870.057,117126.0,5371.0,0
Authentication,1724442938.0377316,10720.242,106628.0,4455.0,0
Authentication,1724442938.0486119,11307.571,132324.0,6897.0,0
Authentication,1724442938.0602574,11132.755,112243.0,5799.0,0
Authentication,1724442938.0717516,11331.226,123779.0,5554.0,0
Authentication,1724442938.0835814,10174.741,116821.0,4394.0,0
Authentication,1724442938.0940998,11234.018,136414.0,6470.0,0
Authentication,1724442938.1057296,11774.099,127074.0,5981.0,0
Authentication,1724442938.1178083,11278.934,120728.0,5066.0,0
Authentication,1724442938.1295629,10117.11,120483.0,4517.0,0
Authentication,1724442938.1397896,11807.315,131408.0,6470.0,0
Authentication,1724442938.151724,11207.714,135315.0,6286.0,0
Authentication,1724442938.1633537,10913.706,115417.0,4761.0,0
Authentication,1724442938.174677,10227.674,118103.0,4333.0,0
Authentication,1724442938.185299,10979.522,130920.0,5616.0,0
Authentication,1724442938.1966236,11042.516,127319.0,6225.0,0
Authentication,1724442938.2079086,10876.989,115417.0,4944.0,0
Authentication,1724442938.219191,11232.177,117126.0,4211.0,0
Authentication,1724442938.2308013,10782.892,134705.0,5554.0,0
Authentication,1724442938.2418835,11209.559,130127.0,5920.0,0
Authentication,1724442938.2536092,10501.753,117126.0,4700.0,0
Authentication,1724442938.2645566,10270.036,121276.0,4394.0,0
Authentication,1724442938.275248,11431.082,134094.0,6226.0,0
Authentication,1724442938.2868743,11743.278,132935.0,5127.0,0
Authentication,1724442938.2988548,34971.303,267821.0,21728.0,0
Authentication,1724442938.3342543,10962.517,111267.0,6653.0,0
Authentication,1724442938.345665,10853.899,100891.0,4395.0,0
Authentication,1724442938.356795,11733.096,120910.0,5920.0,0
Authentication,1724442938.3687997,11836.154,126465.0,6409.0,0
Authentication,1724442938.381049,11106.696,116332.0,6531.0,0
Authentication,1724442938.3926206,9745.901,106140.0,4028.0,0
Authentication,1724442938.4027097,9753.649,118286.0,5432.0,0
Authentication,1724442938.4126065,10119.231,119751.0,5555.0,0
Authentication,1724442938.422892,10740.993,124633.0,6103.0,0
Authentication,1724442938.4337819,9655.773,107605.0,4151.0,0
Authentication,1724442938.4435723,10175.809,115661.0,4821.0,0
Authentication,1724442938.4539056,11521.917,144653.0,6775.0,0
Authentication,1724442938.4655812,9853.127,114074.0,5066.0,0
Authentication,1724442938.4755776,10303.933,104798.0,4028.0,0
Authentication,1724442938.486023,10785.991,121642.0,5738.0,0
Authentication,1724442938.4969683,11531.898,133606.0,7080.0,0
Authentication,1724442938.5086572,11187.614,120605.0,5066.0,0
Authentication,1724442938.5199895,10321.002,117248.0,4394.0,0
Authentication,1724442938.5304432,10184.431,118896.0,5005.0,0
Authentication,1724442938.540817,10742.89,128296.0,6653.0,0
Authentication,1724442938.5516944,9885.337,116516.0,5127.0,0
Authentication,1724442938.5616958,9818.775,106689.0,4089.0,0
Authentication,1724442938.5716267,9612.238,114257.0,4700.0,0
Authentication,1724442938.5813696,10193.833,123169.0,6043.0,0
Authentication,1724442938.5916932,9849.955,119201.0,5554.0,0
Authentication,1724442938.601665,9831.863,108520.0,4028.0,0
Authentication,1724442938.6116102,9784.884,115784.0,4578.0,0
Authentication,1724442938.6215427,10485.861,117980.0,5737.0,0
Authentication,1724442938.632164,10532.131,119323.0,5921.0,0
