label,timestamp,duration,pkg,dram,socket
IoT,1724443483.1616445,21542.873,258972.0,11047.0,0
IoT,1724443483.183556,15844.037,192199.0,13000.0,0
IoT,1724443483.1997764,15861.735,205443.0,16053.0,0
IoT,1724443483.2157736,15026.574,179932.0,13671.0,0
IoT,1724443483.2308872,18100.728,208678.0,13489.0,0
IoT,1724443483.2490842,18059.387,206909.0,14710.0,0
IoT,1724443483.2672446,16272.282,179443.0,12145.0,0
IoT,1724443483.2836063,16126.565,211059.0,15259.0,0
IoT,1724443483.2998672,15160.023,174255.0,12879.0,0
IoT,1724443483.315115,15541.734,183471.0,10864.0,0
IoT,1724443483.3307464,16925.599,207519.0,15381.0,0
IoT,1724443483.3477585,16601.144,190063.0,13366.0,0
IoT,1724443483.3644466,15869.958,192687.0,12757.0,0
IoT,1724443483.3804092,15887.278,197632.0,15747.0,0
IoT,1724443483.396383,15191.517,187804.0,13672.0,0
IoT,1724443483.4116771,15070.144,185974.0,13427.0,0
IoT,1724443483.4268699,15766.119,196411.0,14649.0,0
IoT,1724443483.4427261,16288.042,189391.0,13794.0,0
IoT,1724443483.4591029,16782.694,211304.0,14770.0,0
IoT,1724443483.475986,15803.747,190429.0,14526.0,0
IoT,1724443483.49191,15897.512,194762.0,13611.0,0
IoT,1724443483.5079315,14745.487,178894.0,12390.0,0
IoT,1724443483.5227637,15671.045,186706.0,14343.0,0
IoT,1724443483.538522,17964.438,206726.0,15992.0,0
IoT,1724443483.5566673,14857.602,185363.0,13610.0,0
IoT,1724443483.5719132,15537.871,176941.0,12635.0,0
IoT,1724443483.5877411,15593.814,181274.0,13489.0,0
IoT,1724443483.6034224,15891.229,196594.0,15197.0,0
IoT,1724443483.619409,15208.511,188415.0,13794.0,0
IoT,1724443483.634724,16416.261,195495.0,14527.0,0
IoT,1724443483.6512494,17195.358,198119.0,14831.0,0
IoT,1724443483.6685777,15595.861,181945.0,14282.0,0
IoT,1724443483.6846366,15476.161,196655.0,14343.0,0
IoT,1724443483.7002313,14652.492,181457.0,13977.0,0
IoT,1724443483.7150106,14952.983,195068.0,13184.0,0
IoT,1724443483.7301936,15815.184,202575.0,11291.0,0
IoT,1724443483.7462578,15293.408,199035.0,12757.0,0
IoT,1724443483.7618115,15403.107,192138.0,12817.0,0
IoT,1724443483.7774944,17490.194,222412.0,16418.0,0
IoT,1724443483.7954545,14164.352,202392.0,14466.0,0
IoT,1724443483.8098407,15744.164,208557.0,14831.0,0
IoT,1724443483.8257024,15601.248,191955.0,13672.0,0
IoT,1724443483.8414445,16427.641,217162.0,14587.0,0
IoT,1724443483.858005,15884.326,204956.0,13977.0,0
IoT,1724443483.8740168,15128.929,194213.0,11170.0,0
IoT,1724443483.8892796,15363.864,197143.0,14282.0,0
IoT,1724443483.9047582,14920.003,190185.0,13550.0,0
IoT,1724443483.9198163,13837.558,184143.0,13183.0,0
IoT,1724443483.933867,14294.016,169616.0,11658.0,0
IoT,1724443483.9484458,14604.652,186889.0,13428.0,0
IoT,1724443483.9631648,14891.16,177368.0,10742.0,0
IoT,1724443483.9781754,17792.341,203369.0,14404.0,0
IoT,1724443483.9961178,15457.754,186278.0,13367.0,0
IoT,1724443484.0117266,16673.944,187317.0,13550.0,0
IoT,1724443484.0285523,16605.689,196227.0,11536.0,0
IoT,1724443484.0456457,81617.386,373595.0,53649.0,0
IoT,1724443484.1278377,80207.972,233947.0,43396.0,0
IoT,1724443484.208526,79056.696,234924.0,43395.0,0
IoT,1724443484.2884347,95421.499,276977.0,49256.0,0
IoT,1724443484.3842862,96049.556,274291.0,51147.0,0
IoT,1724443484.480665,94905.269,268859.0,48828.0,0
IoT,1724443484.575829,84446.881,269225.0,45349.0,0
IoT,1724443484.6608176,76524.631,218689.0,40405.0,0
IoT,1724443484.7382038,72449.737,228515.0,39917.0,0
IoT,1724443484.8112788,63746.654,226073.0,38269.0,0
IoT,1724443484.8757334,63080.424,224731.0,39123.0,0
IoT,1724443484.9395173,94539.554,268371.0,48218.0,0
IoT,1724443485.0345325,95612.086,279968.0,49804.0,0
IoT,1724443485.1307096,112105.279,298949.0,55481.0,0
IoT,1724443485.24374,79027.051,229919.0,42664.0,0
IoT,1724443485.3237324,78922.974,260009.0,40466.0,0
IoT,1724443485.403406,85518.275,243835.0,42114.0,0
IoT,1724443485.4897656,74297.819,227966.0,38880.0,0
IoT,1724443485.564751,63162.658,209777.0,32837.0,0
