label,timestamp,duration,pkg,dram,socket
IoT,1724955628.8937154,21372.411,254150.0,10314.0,0
IoT,1724955628.915247,15330.099,177245.0,8973.0,0
IoT,1724955628.9310029,17246.528,218628.0,13549.0,0
IoT,1724955628.948496,16439.356,192260.0,12635.0,0
IoT,1724955628.9653616,15227.067,188415.0,10192.0,0
IoT,1724955628.9807148,15020.894,171020.0,9156.0,0
IoT,1724955628.9959407,17581.872,201843.0,11535.0,0
IoT,1724955629.0136518,15295.902,175841.0,11536.0,0
IoT,1724955629.0292938,14079.849,160461.0,11352.0,0
IoT,1724955629.0434918,15685.137,184631.0,12391.0,0
IoT,1724955629.0592968,14695.634,171874.0,12939.0,0
IoT,1724955629.0743923,14674.87,157287.0,10803.0,0
IoT,1724955629.0893278,15381.336,175659.0,12451.0,0
IoT,1724955629.105206,14857.025,171081.0,10620.0,0
IoT,1724955629.1202917,14132.055,162842.0,10193.0,0
IoT,1724955629.1346917,15628.206,189086.0,13549.0,0
IoT,1724955629.1504734,14754.749,172119.0,11963.0,0
IoT,1724955629.1653438,14283.086,163268.0,10498.0,0
IoT,1724955629.179937,14325.609,196716.0,13001.0,0
IoT,1724955629.194379,14376.163,163208.0,11352.0,0
IoT,1724955629.2091308,13829.204,167724.0,9033.0,0
IoT,1724955629.223369,15243.52,194946.0,12756.0,0
IoT,1724955629.2388184,14278.159,170837.0,10559.0,0
IoT,1724955629.2533882,15027.965,176941.0,10803.0,0
IoT,1724955629.2685657,17094.947,210876.0,13672.0,0
IoT,1724955629.2858107,14278.017,174255.0,11109.0,0
IoT,1724955629.3004026,15709.583,189635.0,9826.0,0
IoT,1724955629.3164225,14726.529,185974.0,13184.0,0
IoT,1724955629.331324,13706.607,178771.0,8972.0,0
IoT,1724955629.3453984,14789.72,184631.0,10681.0,0
IoT,1724955629.3603878,15381.676,200500.0,12512.0,0
IoT,1724955629.3760316,15251.749,177429.0,9338.0,0
IoT,1724955629.3914642,14270.7,201110.0,12268.0,0
IoT,1724955629.4060285,13593.985,172974.0,10376.0,0
IoT,1724955629.419731,13376.616,159972.0,7690.0,0
IoT,1724955629.433434,14341.624,192261.0,10315.0,0
IoT,1724955629.4480717,14726.535,176391.0,9888.0,0
IoT,1724955629.4632268,14897.632,182739.0,9033.0,0
IoT,1724955629.4782572,16557.824,205138.0,11841.0,0
IoT,1724955629.495097,14649.305,176880.0,9155.0,0
IoT,1724955629.510221,15166.918,174926.0,9033.0,0
IoT,1724955629.5255108,14745.929,197875.0,11719.0,0
IoT,1724955629.5404463,14352.552,184936.0,11963.0,0
IoT,1724955629.5550368,14951.501,178162.0,9216.0,0
IoT,1724955629.5703526,15368.014,200316.0,12635.0,0
IoT,1724955629.5859215,15675.583,177612.0,9948.0,0
IoT,1724955629.601716,15907.464,182861.0,9948.0,0
IoT,1724955629.6180258,15113.187,188110.0,13489.0,0
IoT,1724955629.6333642,32278.843,272155.0,19043.0,0
IoT,1724955629.6657915,93906.203,371337.0,49561.0,0
IoT,1724955629.7600243,98790.411,279113.0,48645.0,0
IoT,1724955629.859236,101567.664,293334.0,51514.0,0
IoT,1724955629.9611323,81824.066,233032.0,43273.0,0
IoT,1724955630.0432856,84442.867,231872.0,42663.0,0
IoT,1724955630.128586,71203.724,274535.0,40894.0,0
IoT,1724955630.2000256,71741.963,236755.0,36255.0,0
IoT,1724955630.271946,64525.765,238220.0,45166.0,0
IoT,1724955630.3367376,56665.993,200316.0,31616.0,0
IoT,1724955630.3936641,167531.604,376037.0,67626.0,0
IoT,1724955630.5616035,43462.037,153381.0,23560.0,0
IoT,1724955630.6051881,16431.687,140686.0,8118.0,0
IoT,1724955630.6217432,16285.049,180907.0,10498.0,0
