label,timestamp,duration,pkg,dram,socket
Visiting,1724955627.9134464,1000388.179,8790261.0,387206.0,0
Visiting,1724955628.9139829,15141.93,193359.0,10070.0,0
Visiting,1724955628.9295406,17186.337,203246.0,12818.0,0
Visiting,1724955628.9471576,16524.169,195190.0,12268.0,0
Visiting,1724955628.9638503,15495.884,197265.0,10620.0,0
Visiting,1724955628.9795084,14931.311,172363.0,9277.0,0
Visiting,1724955628.9947882,17209.582,188720.0,11353.0,0
Visiting,1724955629.0124002,15332.432,178344.0,10986.0,0
Visiting,1724955629.0281744,14011.488,169922.0,11291.0,0
Visiting,1724955629.0424728,15462.004,172424.0,12085.0,0
Visiting,1724955629.058152,14629.51,175964.0,12695.0,0
Visiting,1724955629.073247,14597.997,158630.0,10192.0,0
Visiting,1724955629.0882778,15191.651,175354.0,12329.0,0
Visiting,1724955629.1038132,15062.941,171264.0,10681.0,0
Visiting,1724955629.119336,13892.55,162170.0,10071.0,0
Visiting,1724955629.1334662,15605.709,178527.0,12756.0,0
Visiting,1724955629.1493185,14685.41,163756.0,11597.0,0
Visiting,1724955629.1642423,14209.49,172180.0,10437.0,0
Visiting,1724955629.1787794,14215.637,186584.0,12268.0,0
Visiting,1724955629.1933007,14278.83,172912.0,11353.0,0
Visiting,1724955629.2079704,13828.543,166748.0,9155.0,0
Visiting,1724955629.2222486,15204.167,204589.0,12939.0,0
Visiting,1724955629.237667,14249.244,170837.0,10621.0,0
Visiting,1724955629.2522857,14834.036,177307.0,10742.0,0
Visiting,1724955629.2672381,16345.789,207885.0,13305.0,0
Visiting,1724955629.284064,14780.646,185363.0,11963.0,0
Visiting,1724955629.2993002,14798.918,180481.0,9400.0,0
Visiting,1724955629.314455,15532.192,196533.0,13671.0,0
Visiting,1724955629.3304083,13444.262,178222.0,8545.0,0
Visiting,1724955629.344361,13786.56,174255.0,9582.0,0
Visiting,1724955629.3582604,16286.471,211059.0,14221.0,0
Visiting,1724955629.3749316,15182.194,179321.0,9522.0,0
Visiting,1724955629.3904316,14031.974,197753.0,11841.0,0
Visiting,1724955629.4048924,13535.625,173828.0,10620.0,0
Visiting,1724955629.4186645,13266.023,159728.0,7751.0,0
Visiting,1724955629.432357,14135.884,177673.0,10071.0,0
Visiting,1724955629.4468637,14673.749,168335.0,10376.0,0
Visiting,1724955629.462041,14733.314,180053.0,8850.0,0
Visiting,1724955629.4772062,16309.005,193786.0,10925.0,0
Visiting,1724955629.4939816,14533.882,167358.0,8850.0,0
Visiting,1724955629.508961,15174.636,173706.0,8911.0,0
Visiting,1724955629.524458,14602.558,197204.0,11414.0,0
Visiting,1724955629.5394633,14076.607,175475.0,12146.0,0
Visiting,1724955629.5540056,14603.684,166443.0,8972.0,0
Visiting,1724955629.5691159,15362.203,189574.0,11780.0,0
Visiting,1724955629.584774,15492.22,188415.0,10071.0,0
Visiting,1724955629.6004758,15169.387,179992.0,9460.0,0
Visiting,1724955629.61615,15661.339,198241.0,14161.0,0
Visiting,1724955629.6322522,32005.397,274719.0,19165.0,0
Visiting,1724955629.6644626,90310.02,367003.0,48522.0,0
Visiting,1724955629.7552123,95944.275,276488.0,48157.0,0
Visiting,1724955629.851649,103291.573,298583.0,52856.0,0
Visiting,1724955629.9553745,82124.775,232604.0,42664.0,0
Visiting,1724955630.0380585,85073.011,237182.0,44067.0,0
Visiting,1724955630.1241226,72954.712,277282.0,41931.0,0
Visiting,1724955630.1973312,71736.144,236633.0,36255.0,0
Visiting,1724955630.2693644,64434.581,237365.0,45105.0,0
Visiting,1724955630.3340461,56615.154,200622.0,30945.0,0
Visiting,1724955630.3909123,162466.353,367736.0,66161.0,0
Visiting,1724955630.5538623,49265.002,159851.0,25573.0,0
Visiting,1724955630.6033092,16897.685,142150.0,8667.0,0
Visiting,1724955630.620346,16485.225,178711.0,10437.0,0
Visiting,1724955630.6369772,15164.028,182617.0,11292.0,0
Visiting,1724955630.6522746,14893.553,169982.0,9765.0,0
Visiting,1724955630.667305,15959.038,180420.0,11780.0,0
Visiting,1724955630.683395,15190.88,175780.0,11658.0,0
Visiting,1724955630.698726,16124.662,178162.0,11108.0,0
Visiting,1724955630.7149925,18182.335,192199.0,12268.0,0
Visiting,1724955630.7333035,15162.805,169311.0,10803.0,0
Visiting,1724955630.7486088,15144.216,184936.0,12207.0,0
Visiting,1724955630.7638755,14628.235,181274.0,11353.0,0
Visiting,1724955630.7786336,14748.618,174987.0,9582.0,0
Visiting,1724955630.7935433,15084.549,187561.0,11353.0,0
Visiting,1724955630.8087533,15581.81,180907.0,12329.0,0
Visiting,1724955630.8244784,16391.551,168762.0,9826.0,0
Visiting,1724955630.8410459,14326.37,175171.0,11536.0,0
Visiting,1724955630.8555408,14640.884,171447.0,11719.0,0
Visiting,1724955630.87034,13943.591,169799.0,9094.0,0
Visiting,1724955630.8844535,14476.583,174988.0,9582.0,0
Visiting,1724955630.8990953,14091.95,184570.0,11109.0,0
Visiting,1724955630.913346,14113.677,172057.0,9643.0,0
Visiting,1724955630.927652,14174.918,171325.0,9461.0,0
Visiting,1724955630.9419897,14117.976,184814.0,10925.0,0
Visiting,1724955630.956266,14082.596,175537.0,12085.0,0
Visiting,1724955630.9705172,14138.097,163574.0,8667.0,0
Visiting,1724955630.9848266,15522.945,193786.0,12939.0,0
Visiting,1724955631.0005083,14028.485,185058.0,12635.0,0
Visiting,1724955631.0147035,13804.438,166626.0,10314.0,0
Visiting,1724955631.0286736,14189.737,175475.0,11658.0,0
Visiting,1724955631.0430236,13745.157,173645.0,11292.0,0
Visiting,1724955631.0569317,13649.252,175170.0,11291.0,0
Visiting,1724955631.0707376,14067.254,170593.0,10132.0,0
Visiting,1724955631.084966,14244.18,186767.0,13122.0,0
Visiting,1724955631.0993674,13884.676,178161.0,12452.0,0
Visiting,1724955631.11341,14215.898,185181.0,12756.0,0
Visiting,1724955631.1277936,13993.052,170653.0,10620.0,0
Visiting,1724955631.1419547,13834.335,170105.0,9155.0,0
Visiting,1724955631.1559496,14368.426,174011.0,9461.0,0
Visiting,1724955631.1704907,14240.073,166198.0,8728.0,0
Visiting,1724955631.184899,14432.165,178650.0,10071.0,0
Visiting,1724955631.199494,14253.84,171142.0,9399.0,0
Visiting,1724955631.2139173,14037.54,171874.0,8484.0,0
Visiting,1724955631.228128,14129.301,172363.0,8911.0,0
Visiting,1724955631.2424197,13940.362,175720.0,9461.0,0
Visiting,1724955631.256539,14292.906,189575.0,10437.0,0
Visiting,1724955631.2710176,14005.9,169066.0,9826.0,0
Visiting,1724955631.2851827,13740.801,169983.0,8789.0,0
Visiting,1724955631.2990973,14206.611,179260.0,10193.0,0
Visiting,1724955631.3134718,14026.982,173217.0,8911.0,0
Visiting,1724955631.3276677,14152.876,170348.0,8789.0,0
Visiting,1724955631.3420024,14097.768,178711.0,11353.0,0
Visiting,1724955631.35626,14008.032,172729.0,9644.0,0
Visiting,1724955631.3704321,13952.122,168945.0,8483.0,0
Visiting,1724955631.3845599,14062.559,196960.0,12879.0,0
Visiting,1724955631.39878,13711.299,154174.0,7934.0,0
Visiting,1724955631.4126716,14571.601,176269.0,8117.0,0
Visiting,1724955631.4273877,15167.81,186035.0,10254.0,0
Visiting,1724955631.4426875,16774.915,181884.0,9217.0,0
