label,timestamp,duration,pkg,dram,socket
Authentication,1724955479.9233875,3351193.363,26253046.0,1270505.0,0
Authentication,1724955483.2749186,18452.744,227294.0,11780.0,0
Authentication,1724955483.293641,14685.846,194092.0,10071.0,0
Authentication,1724955483.308483,14989.29,195129.0,15808.0,0
Authentication,1724955483.3237376,13915.262,157043.0,10681.0,0
Authentication,1724955483.3377972,15307.985,189086.0,10437.0,0
Authentication,1724955483.3534403,13133.866,169372.0,9766.0,0
Authentication,1724955483.3667111,15641.275,187988.0,12878.0,0
Authentication,1724955483.3824744,14573.08,203125.0,13672.0,0
Authentication,1724955483.3971775,13596.743,172545.0,11353.0,0
Authentication,1724955483.4109042,15554.805,191895.0,14160.0,0
Authentication,1724955483.4266434,14673.566,166686.0,12756.0,0
Authentication,1724955483.4414442,14721.373,171875.0,9888.0,0
Authentication,1724955483.4563103,14150.906,157226.0,10192.0,0
Authentication,1724955483.4706123,15344.301,192748.0,10926.0,0
Authentication,1724955483.4862134,14703.216,180908.0,11779.0,0
Authentication,1724955483.5010722,14695.982,182678.0,13428.0,0
Authentication,1724955483.5159407,14429.076,162963.0,11780.0,0
Authentication,1724955483.5305169,14153.646,172058.0,9094.0,0
Authentication,1724955483.5448163,13832.691,174865.0,12573.0,0
Authentication,1724955483.5587978,14131.87,161499.0,10559.0,0
Authentication,1724955483.5730703,13957.752,165161.0,8728.0,0
Authentication,1724955483.5871844,15105.949,180663.0,12940.0,0
Authentication,1724955483.602421,16335.619,193359.0,13550.0,0
Authentication,1724955483.6190488,13369.253,139282.0,7324.0,0
Authentication,1724955483.6325574,16666.042,199218.0,14831.0,0
Authentication,1724955483.6493547,15407.373,181091.0,12757.0,0
Authentication,1724955483.6648924,17167.895,186645.0,12146.0,0
Authentication,1724955483.682206,16057.889,188720.0,14343.0,0
Authentication,1724955483.6984093,14165.736,177063.0,10498.0,0
Authentication,1724955483.712702,15243.426,180114.0,10620.0,0
Authentication,1724955483.7280743,15309.425,179077.0,12329.0,0
Authentication,1724955483.7435372,13938.345,151489.0,10864.0,0
Authentication,1724955483.7576237,15504.031,182372.0,13122.0,0
Authentication,1724955483.7732525,15681.39,194275.0,14344.0,0
Authentication,1724955483.7890606,14484.714,178832.0,11596.0,0
Authentication,1724955483.8036907,14912.134,175598.0,10010.0,0
Authentication,1724955483.81873,14327.662,155578.0,7690.0,0
Authentication,1724955483.8331819,15193.555,172912.0,9034.0,0
Authentication,1724955483.8485718,15506.988,184631.0,13123.0,0
Authentication,1724955483.8641994,14547.956,169860.0,11535.0,0
Authentication,1724955483.8788853,15421.169,175049.0,9522.0,0
Authentication,1724955483.8944712,15727.664,209899.0,14892.0,0
Authentication,1724955483.9103377,14200.901,183410.0,11475.0,0
Authentication,1724955483.9246929,14695.804,179260.0,8972.0,0
Authentication,1724955483.9395454,18008.097,231811.0,17639.0,0
Authentication,1724955483.9576716,17734.322,187621.0,10987.0,0
Authentication,1724955483.9755433,19252.041,221313.0,13184.0,0
Authentication,1724955483.9949265,52133.618,298705.0,29113.0,0
Authentication,1724955484.047482,28612.84,127990.0,17089.0,0
Authentication,1724955484.0762389,15133.24,161560.0,9888.0,0
Authentication,1724955484.09151,15582.816,168274.0,8667.0,0
Authentication,1724955484.107221,15893.934,193297.0,11230.0,0
Authentication,1724955484.1232438,16150.826,210449.0,12879.0,0
Authentication,1724955484.1395235,15015.566,186218.0,11902.0,0
Authentication,1724955484.1546605,14381.21,172241.0,10742.0,0
Authentication,1724955484.169177,14983.452,189757.0,12878.0,0
Authentication,1724955484.1842914,14412.898,190674.0,12329.0,0
Authentication,1724955484.1988454,15077.646,180907.0,12085.0,0
Authentication,1724955484.214055,14851.549,185425.0,11658.0,0
Authentication,1724955484.2290413,13992.261,176269.0,11169.0,0
Authentication,1724955484.243179,15552.081,199584.0,12574.0,0
Authentication,1724955484.2588828,17861.508,220947.0,14831.0,0
Authentication,1724955484.2768793,16783.633,200622.0,11108.0,0
Authentication,1724955484.2937994,17780.531,220764.0,13916.0,0
Authentication,1724955484.3117115,15794.963,192138.0,10743.0,0
Authentication,1724955484.32767,17542.496,207275.0,13061.0,0
Authentication,1724955484.3453372,16309.235,187256.0,10864.0,0
Authentication,1724955484.361783,15545.729,188171.0,8911.0,0
Authentication,1724955484.3774908,16462.977,205077.0,14710.0,0
Authentication,1724955484.394114,16424.992,205139.0,10253.0,0
Authentication,1724955484.4106815,15994.055,202331.0,11963.0,0
Authentication,1724955484.4268243,13653.28,172790.0,10010.0,0
Authentication,1724955484.4406228,14379.574,156677.0,7690.0,0
Authentication,1724955484.4551315,16183.261,215698.0,13367.0,0
Authentication,1724955484.4714432,14034.79,168029.0,9705.0,0
